SoundDataNode	Category	Subcategory	V1Scope	V1PrimaryNeeds
vulturedeath	Creatures	Vocals / Behaviors / Combat Cues	Primary	9_AnimalPainDeath
vulturegiveup	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
vulturepain	Creatures	Vocals / Behaviors / Combat Cues	Primary	9_AnimalPainDeath
vultureroam	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
vulturesense	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
vulturevomitattack	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
vulturevomitwarning	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
wolfalert	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
wolfattack	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
wolfdeath	Creatures	Vocals / Behaviors / Combat Cues	Primary	9_AnimalPainDeath
wolfdirealert	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
wolfdireattack	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
wolfdiredeath	Creatures	Vocals / Behaviors / Combat Cues	Primary	9_AnimalPainDeath
wolfdiregiveup	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
wolfdirepain	Creatures	Vocals / Behaviors / Combat Cues	Primary	9_AnimalPainDeath
wolfdireroam	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
wolfdiresense	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
wolfgiveup	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
wolfpain	Creatures	Vocals / Behaviors / Combat Cues	Primary	9_AnimalPainDeath
wolfroam	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
wolfsense	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombie_bbq	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombie_hazmat_alert	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombie_hazmat_attack	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombie_hazmat_death	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombie_hazmat_pain	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombie_hazmat_roam	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombie_hazmat_sense	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombie_mutated_alert	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombie_mutated_attack	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombie_mutated_attack_ranged	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombie_mutated_death	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombie_mutated_pain	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombie_mutated_roam	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombie_mutated_sense	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombieburntalert	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombieburntattack	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombieburntdeath	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombieburntpain	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombieburntroam	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombieburntsense	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombiedog_collar_attack	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombiedog_collar_run	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombiedog_collar_wakeup	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombiedog_collar_walk	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombiedogalert	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombiedogattack	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombiedogdeath	Creatures	Vocals / Behaviors / Combat Cues	Primary	9_AnimalPainDeath
zombiedoggiveup	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombiedogpain	Creatures	Vocals / Behaviors / Combat Cues	Primary	9_AnimalPainDeath
zombiedogroam	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombiedogsense	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombiefemale2alert	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombiefemale2attack	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombiefemale2death	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombiefemale2pain	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombiefemale2roam	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombiefemale2sense	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombiefemalealert	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombiefemaleattack	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombiefemaledeath	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombiefemalepain	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombiefemaleroam	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombiefemalescoutalert	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombiefemalescoutattack	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombiefemalescoutdeath	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombiefemalescoutpain	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombiefemalescoutroam	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombiefemalescoutsense	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombiefemalesense	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombieferalalert	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombieferalattack	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombieferaldeath	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombieferalpain	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombieferalroam	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombieferalsense	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombielumberjack_alert	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombielumberjack_attack	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombielumberjack_death	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombielumberjack_pain	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombielumberjack_roam	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombielumberjack_sense	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombiemale2alert	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombiemale2attack	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombiemale2death	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombiemale2pain	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombiemale2roam	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombiemale2sense	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombiemalealert	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombiemaleattack	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombiemaledeath	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombiemalepain	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombiemaleroam	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
zombiemalesense	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
autoturret_grab	Electrical & Defenses	Power / Traps / Turrets	Primary	11_InteractionPrompts
bladetrap_dm1_lp	Electrical & Defenses	Power / Traps / Turrets	Primary	6_ElectricalAndBlockLoops
bladetrap_dm2_lp	Electrical & Defenses	Power / Traps / Turrets	Primary	6_ElectricalAndBlockLoops
bladetrap_fire_lp	Electrical & Defenses	Power / Traps / Turrets	Primary	6_ElectricalAndBlockLoops
bladetrap_grab	Electrical & Defenses	Power / Traps / Turrets	Primary	11_InteractionPrompts
bladetrap_startup	Electrical & Defenses	Power / Traps / Turrets	OutOfScope	
bladetrap_stop	Electrical & Defenses	Power / Traps / Turrets	OutOfScope	
darttrap_end	Electrical & Defenses	Power / Traps / Turrets	OutOfScope	
darttrap_grab	Electrical & Defenses	Power / Traps / Turrets	Primary	11_InteractionPrompts
darttrap_start	Electrical & Defenses	Power / Traps / Turrets	OutOfScope	
electric_arc_lp	Electrical & Defenses	Power / Traps / Turrets	Primary	6_ElectricalAndBlockLoops
electric_fence_off	Electrical & Defenses	Power / Traps / Turrets	Primary	6_ElectricalAndBlockLoops
electric_fence_on	Electrical & Defenses	Power / Traps / Turrets	Primary	6_ElectricalAndBlockLoops
flametrap_end	Electrical & Defenses	Power / Traps / Turrets	OutOfScope	
flametrap_lp	Electrical & Defenses	Power / Traps / Turrets	Primary	6_ElectricalAndBlockLoops
flametrap_start	Electrical & Defenses	Power / Traps / Turrets	OutOfScope	
powertool_big_grab	Electrical & Defenses	Power / Traps / Turrets	Primary	11_InteractionPrompts
robotic_turret_grab	Electrical & Defenses	Power / Traps / Turrets	Primary	11_InteractionPrompts
trip_wire_trigger	Electrical & Defenses	Power / Traps / Turrets	Primary	6_ElectricalAndBlockLoops
tripwirepost_grab	Electrical & Defenses	Power / Traps / Turrets	Primary	11_InteractionPrompts
turret_idle_lp	Electrical & Defenses	Power / Traps / Turrets	Primary	6_ElectricalAndBlockLoops
turret_overheat_lp	Electrical & Defenses	Power / Traps / Turrets	Primary	6_ElectricalAndBlockLoops
turret_retarget_lp	Electrical & Defenses	Power / Traps / Turrets	Primary	6_ElectricalAndBlockLoops
turret_windup	Electrical & Defenses	Power / Traps / Turrets	OutOfScope	
wire_dead_connect	Electrical & Defenses	Power / Traps / Turrets	OutOfScope	
wire_live_connect	Electrical & Defenses	Power / Traps / Turrets	OutOfScope	
wiretool_grab	Electrical & Defenses	Power / Traps / Turrets	Primary	11_InteractionPrompts
twitch_auto_pull	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_bad_action	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_bad_buff	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_bad_buff_ended	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_bad_spawn	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_balloon_despawn	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_balloon_spawn	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_baseball_balloon_pop	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_baseball_end	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_baseball_start	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_baseball_zombie_hit	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_bighead_deflate	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_bighead_inflate	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_bighead_pop	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_bloodmoon_today	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_blur_debuff	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_bobble	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_bomb_overlay	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_bucket_hit	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_buckethead	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_burn_near	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_celebrate	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_clumsy_runner	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_confuse_debuff	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_cooldown_ended	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_cooldown_started	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_countdown_tick	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_crappy_loot	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_crate_steal	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_cripple_zombies	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_crit_immune	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_custom_event	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_dance_off	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_deafen_debuff	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_degrade	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_destroy_base	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_destroy_station	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_donation	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_donation_bad	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_dont_miss	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_double_spawns	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_drop_toolbelt	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_empower_zombies	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_empty_boxes	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_end_cooldown	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_energize_buff	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_energize_overlay	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_enrage	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_event_blocks_add	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_event_blocks_remove	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_fast_buff	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_fill_base	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_fill_fuel	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_glass_cube	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_good_action	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_good_buff	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_good_buff_ended	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_good_spawn	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_grow_plants	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_headshot_debuff	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_hordestone_loop_end	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_hordestone_loop_start	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_hordestone_lp	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_hordestone_start	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_hurt_debuff	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_increase_pp	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_infinite_ammo	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_infinite_ammo_end	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_insta_regen	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_jumbled_backpack	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_jump	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_jump_buff	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_jumpscare	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_kaboom	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_keep_moving_debuff	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_leech_buff	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_leech_debuff	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_melee_overlay	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_mind_wipe	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_new_commands	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_no_attack	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_no_help	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_no_running	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_no_safe	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_no_trader	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_no_use_debuff	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_nostealth	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_nostealth_fem	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_nourish	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_pack_mule	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_party	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_pause	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_pull	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_ragdoll	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_ranged_overlay	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_record_scratch	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_refund	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_regen_buff	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_remove_fuel	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_repair	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_repair_all	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_reverse	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_revive_zombies	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_robot_overlay	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_shield_buff	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_shield_enemies	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_shock_near	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_shuffle_boxes	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_silent_actions	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_sinkhole	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_slow_debuff	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_spoil	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_stay_still_buff	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_strength	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_strength_ranged_buff	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_timechange	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_timevanish	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_tiny_zombies	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_top_helper	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_tougher_enemies	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_unlock_actions	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_unpause	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_vehicle_overlay	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_vote_ended	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_vote_horde_failed	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_vote_horde_success	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_vote_received	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_vote_started	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_weak_jump	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_weaken	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_weaken_blocks	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_weaken_ranged_debuff	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_weather_fog	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_weather_rain	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_weather_snow	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
twitch_weather_thunder	Integration	Twitch / Crowd Events	Primary	13_TwitchSounds
ammobox_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
ammocan_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
canfood_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
canfoodsmall_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
cook_meat	Items	Items / Inventory / Consumables	OutOfScope	
corn_ear_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
corn_grilled_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
cornbread_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
cornmeal_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
drug_antibiotics_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
drug_atomjunkies_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
drug_covertcats_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
drug_eyecandy_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
drug_fortbites_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
drug_hackers_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
drug_healthbar_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
drug_nerdtats_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
drug_rockbusters_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
drug_skullcrushers_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
drug_sugarbutts_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
food_bowl1_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
food_bowl2_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
food_plate1_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
food_plate2_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
footwear_leather_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
footwear_nerd_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
footwear_regular_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
footwear_straw_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
gloves_cloth_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
gloves_leather_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
headwear_cloth_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
headwear_metal_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
headwear_metalplastic_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
headwear_straw_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
headwear_sunglasses_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
item_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
jars_empty_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
jars_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
jars2_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
meat_boiled_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
meat_charred_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
meat_grilled_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
meat_raw_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
mod_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
nerd_outfit_perk	Items	Items / Inventory / Consumables	OutOfScope	
outfit_cloth_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
outfit_clothmetal_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
outfit_leather_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
outfit_metal_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
parts_armor_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
parts_bow_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
parts_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
player_cannedfood	Items	Items / Inventory / Consumables	Primary	21_PlayerMadeSounds
potato_baked_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
potato_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
seeds_acorn_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
seeds_coffee_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
seeds_cone_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
seeds_corn_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
seeds_generic1_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
seeds_generic2_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
seeds_pumpkin_grab	Items	Items / Inventory / Consumables	Primary	11_InteractionPrompts
a_fire_embersmoke_sm_lp	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
a_radiated_kill_lp	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
a_radiated_medium_lp	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
a_radiated_strong_lp	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
a_radiated_weak_lp	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
alarm_house_biz_lp1	Misc	Uncategorized / Review Needed	OutOfScope	
alarm_house_biz_lp2	Misc	Uncategorized / Review Needed	OutOfScope	
alarm_house_biz_lp3	Misc	Uncategorized / Review Needed	OutOfScope	
alarm1	Misc	Uncategorized / Review Needed	OutOfScope	
alarm1_oneshot	Misc	Uncategorized / Review Needed	OutOfScope	
aloe_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
aloeleaf_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
animalfat_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
anvil_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
apiary_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
appliance_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
arrowheads_iron_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
arrowheads_steel_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
arrows_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
attribute_loser	Misc	Uncategorized / Review Needed	OutOfScope	
avalanche	Misc	Uncategorized / Review Needed	OutOfScope	
