Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
modGunChokeBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod[-] Shotgun Barrel, Choke",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod[-] Schrotflintendrossel-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones[-] Modificación estrangulador de escopeta","([ffb400]Paquet[ffffff]) [DECEA3]Modification[-] Modification d'étranglement de fusil à pompe","([ffb400]impacchettare[ffffff]) [DECEA3]Mod[-] Modifica dello strozzatore per fucile","([ffb400]包み[ffffff]) [DECEA3]MOD[-] ショットガンチョーク改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드[-] 샷건 총구 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja[-] Czok strzelby — modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação[-] Modificação de Estrangulador de Espingarda","([ffb400]пакет[ffffff]) [DECEA3]Модификация[-] Модификация «Чок для дробовика»","([ffb400]bohça[ffffff]) [DECEA3]Mod[-] Pompalı Tüfek Şok Modu","([ffb400]包裹[ffffff]) [DECEA3]模组[-] 霰弹枪喉缩模组","([ffb400]包裹[ffffff]) [DECEA3]模組[-] 散彈獵槍縮口模組"
modGunCrippleEmBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod[-] Special, Cripple 'Em",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod[-] Lähm-sie-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones[-] Modificación mutílalos a todos","([ffb400]Paquet[ffffff]) [DECEA3]Modification[-] Modification de paralysie","([ffb400]impacchettare[ffffff]) [DECEA3]Mod[-] Modifica dello zoppo","([ffb400]包み[ffffff]) [DECEA3]MOD[-] 歩行困難化改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드[-] 불구 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja[-] Stopostop — modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação[-] Modificação Aleijadora","([ffb400]пакет[ffffff]) [DECEA3]Модификация[-] Модификация «Разрывные пули»","([ffb400]bohça[ffffff]) [DECEA3]Mod[-] Topal Modu","([ffb400]包裹[ffffff]) [DECEA3]模组[-] 致残模组","([ffb400]包裹[ffffff]) [DECEA3]模組[-] 瘸腿模組"
modGunDrumMagazineExtenderBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod[-] Magazine, Drum",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod[-] Trommelmagazin-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones[-] Modificación de tambor de cargador","([ffb400]Paquet[ffffff]) [DECEA3]Modification[-] Modification de magasin camembert","([ffb400]impacchettare[ffffff]) [DECEA3]Mod[-] Modifica del caricatore a tamburo","([ffb400]包み[ffffff]) [DECEA3]MOD[-] ドラム型弾倉改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드[-] 드럼 탄창 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja[-] Magazynek bębnowy — modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação[-] Modificação de Carregadores Cilíndricos","([ffb400]пакет[ffffff]) [DECEA3]Модификация[-] Модификация «Барабанный магазин»","([ffb400]bohça[ffffff]) [DECEA3]Mod[-] Tambur Şarjör Modu","([ffb400]包裹[ffffff]) [DECEA3]模组[-] 弹鼓模组","([ffb400]包裹[ffffff]) [DECEA3]模組[-] 彈鼓模組"
modGunDuckbillBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod[-] Shotgun Barrel, Duckbill",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod[-] Schrotflinten-Entenschnabel-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones[-] Modificación estrangulador Duckbill de escopeta","([ffb400]Paquet[ffffff]) [DECEA3]Modification[-] Modification de bec de canard de fusil à pompe","([ffb400]impacchettare[ffffff]) [DECEA3]Mod[-] Modifica del fucile ornitorinco","([ffb400]包み[ffffff]) [DECEA3]MOD[-] ショットガンダックビル改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드[-] 샷건 덕빌 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja[-] Duckbill strzelby — modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação[-] Modificação de Estrangulador Bico de Pato de Espingarda","([ffb400]пакет[ffffff]) [DECEA3]Модификация[-] Модификация «Веерная дульная насадка»","([ffb400]bohça[ffffff]) [DECEA3]Mod[-] Pompalı Tüfek Duckbill Modu","([ffb400]包裹[ffffff]) [DECEA3]模组[-] 霰弹枪鸭嘴枪口模组","([ffb400]包裹[ffffff]) [DECEA3]模組[-] 散彈獵槍鴨嘴槍口模組"
modGunFlashlightBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod[-] Weapon Flashlight",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod[-] Waffen-Taschenlampe-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones[-] Modificación linterna de arma","([ffb400]Paquet[ffffff]) [DECEA3]Modification[-] Modification de lampe d'arme","([ffb400]impacchettare[ffffff]) [DECEA3]Mod[-] Modifica della torcia per armi","([ffb400]包み[ffffff]) [DECEA3]MOD[-] 武器用フラッシュライト改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드[-] 무기 손전등 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja[-] Latarka do broni — modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação[-] Modificação de Lanterna de Arma","([ffb400]пакет[ffffff]) [DECEA3]Модификация[-] Модификация «Тактический фонарь»","([ffb400]bohça[ffffff]) [DECEA3]Mod[-] Silah Feneri Modu","([ffb400]包裹[ffffff]) [DECEA3]模组[-] 武器照明模组","([ffb400]包裹[ffffff]) [DECEA3]模組[-] 武器閃光燈模組"
modGunForegripBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod[-] Fore Grip",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod[-] Handgriff-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones[-] Modificación empuñadura frontal","([ffb400]Paquet[ffffff]) [DECEA3]Modification[-] Modification de poignée","([ffb400]impacchettare[ffffff]) [DECEA3]Mod[-] Modifica della presa anteriore","([ffb400]包み[ffffff]) [DECEA3]MOD[-] フォアグリップ改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드[-] 전방 손잡이 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja[-] Uchwyt przedni — modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação[-] Modificação de Empunhadura Frontal","([ffb400]пакет[ffffff]) [DECEA3]Модификация[-] Модификация «Передняя рукоятка»","([ffb400]bohça[ffffff]) [DECEA3]Mod[-] Önden Tutma Modu","([ffb400]包裹[ffffff]) [DECEA3]模组[-] 前握把模组","([ffb400]包裹[ffffff]) [DECEA3]模組[-] 握把模組"
modGunLaserSightBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod[-] Laser Sight",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod[-] Laser-Zielhilfe-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones[-] Modificación mira láser","([ffb400]Paquet[ffffff]) [DECEA3]Modification[-] Modification de viseur laser","([ffb400]impacchettare[ffffff]) [DECEA3]Mod[-] Modifica del mirino laser","([ffb400]包み[ffffff]) [DECEA3]MOD[-] レーザー照準改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드[-] 레이저 조준기 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja[-] Celownik laserowy — modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação[-] Modificação de Mira à Laser","([ffb400]пакет[ffffff]) [DECEA3]Модификация[-] Модификация «Лазерный целеуказатель»","([ffb400]bohça[ffffff]) [DECEA3]Mod[-] Lazerli Nişangâh Modu","([ffb400]包裹[ffffff]) [DECEA3]模组[-] 激光瞄准器模组","([ffb400]包裹[ffffff]) [DECEA3]模組[-] 激光瞄準器模組"
modGunMagazineExtenderBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod[-] Magazine, Extender",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod[-] Magazinvergrößerungs-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones[-] Modificación de ampliación de cargador","([ffb400]Paquet[ffffff]) [DECEA3]Modification[-] Modification de magasin XXL","([ffb400]impacchettare[ffffff]) [DECEA3]Mod[-] Modifica dell'estensione del caricatore","([ffb400]包み[ffffff]) [DECEA3]MOD[-] 弾倉拡張改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드[-] 탄창 확장 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja[-] Przedłużenie magazynka — modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação[-] Modificação de Extensor de Pente","([ffb400]пакет[ffffff]) [DECEA3]Модификация[-] Модификация «Увеличенный магазин»","([ffb400]bohça[ffffff]) [DECEA3]Mod[-] Şarjör Uzatıcı Mod","([ffb400]包裹[ffffff]) [DECEA3]模组[-] 弹匣扩充模组","([ffb400]包裹[ffffff]) [DECEA3]模組[-] 彈藥擴展模組"
modGunMeleeRadRemoverBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod[-] Special, Rad Remover",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod[-] Strahlungsentferner-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones[-] Modificación eliminación de irradiados","([ffb400]Paquet[ffffff]) [DECEA3]Modification[-] Modification d'élimination des radiations","([ffb400]impacchettare[ffffff]) [DECEA3]Mod[-] Modifica del togli-radiazioni","([ffb400]包み[ffffff]) [DECEA3]MOD[-] 放射能除去装置改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드[-] 방사능 제거 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja[-] Neutralizator promieniowania — modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação[-] Modificação Remove-radiação","([ffb400]пакет[ffffff]) [DECEA3]Модификация[-] Модификация «Подавитель радиации»","([ffb400]bohça[ffffff]) [DECEA3]Mod[-] Radyasyon Yok Edici Modu","([ffb400]包裹[ffffff]) [DECEA3]模组[-] 辐射去除模组","([ffb400]包裹[ffffff]) [DECEA3]模組[-] 輻射去除劑模組"
modGunMeleeTheHunterBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod[-] Special, The Hunter",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod[-] Die Jäger-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones[-] Modificación cazador","([ffb400]Paquet[ffffff]) [DECEA3]Modification[-] Modification du chasseur","([ffb400]impacchettare[ffffff]) [DECEA3]Mod[-] Modifica del cacciatore","([ffb400]包み[ffffff]) [DECEA3]MOD[-] ハンター改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드[-] 사냥꾼 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja[-] Łowca — modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação[-] Modificação O Caçador","([ffb400]пакет[ffffff]) [DECEA3]Модификация[-] Модификация «Охотник»","([ffb400]bohça[ffffff]) [DECEA3]Mod[-] Avcı Modu","([ffb400]包裹[ffffff]) [DECEA3]模组[-] 猎人模组","([ffb400]包裹[ffffff]) [DECEA3]模組[-] 獵人模組"
modGunMuzzleBrakeBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod[-] Barrel, Muzzle Brake",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod[-] Mündungsbremse-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones[-] Modificación freno de mordaza","([ffb400]Paquet[ffffff]) [DECEA3]Modification[-] Modification de frein de bouche","([ffb400]impacchettare[ffffff]) [DECEA3]Mod[-] Modifica del compensatore","([ffb400]包み[ffffff]) [DECEA3]MOD[-] マズルブレーキ改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드[-] 소염기 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja[-] Hamulec wylotowy — modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação[-] Modificação de Freio de Boca","([ffb400]пакет[ffffff]) [DECEA3]Модификация[-] Модификация «Дульный тормоз»","([ffb400]bohça[ffffff]) [DECEA3]Mod[-] Namlu Ağız Baskısı Modu","([ffb400]包裹[ffffff]) [DECEA3]模组[-] 枪口制动模组","([ffb400]包裹[ffffff]) [DECEA3]模組[-] 炮口制退器模組"
modGunReflexSightBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod[-] Scope, Reflex Sight",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod[-] Reflexzielen-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones[-] Modificación mira holográfica","([ffb400]Paquet[ffffff]) [DECEA3]Modification[-] Modification de viseur point rouge","([ffb400]impacchettare[ffffff]) [DECEA3]Mod[-] Modifica del mirino red dot","([ffb400]包み[ffffff]) [DECEA3]MOD[-] リフレックス照準改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드[-] 반사조준경 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja[-] Celownik kolimatorowy — modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação[-] Modificação de Mira Reflexiva","([ffb400]пакет[ffffff]) [DECEA3]Модификация[-] Модификация «Коллиматорный прицел»","([ffb400]bohça[ffffff]) [DECEA3]Mod[-] Yansımalı Nişangâh Modu","([ffb400]包裹[ffffff]) [DECEA3]模组[-] 反射式瞄准镜模组","([ffb400]包裹[ffffff]) [DECEA3]模組[-] 反射式瞄準器模組"
modGunRetractingStockBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod[-] Retracting Stock",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod[-] Einziehbarer-Schaft-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones[-] Modificación culata retráctil","([ffb400]Paquet[ffffff]) [DECEA3]Modification[-] Modification de crosse rétractable","([ffb400]impacchettare[ffffff]) [DECEA3]Mod[-] Modifica del calcio retrattile","([ffb400]包み[ffffff]) [DECEA3]MOD[-] リトラクタブルストック改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드[-] 수축식 개머리판 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja[-] Wysuwana kolba — modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação[-] Modificação de Coronha Retrátil","([ffb400]пакет[ffffff]) [DECEA3]Модификация[-] Модификация «Складной приклад»","([ffb400]bohça[ffffff]) [DECEA3]Mod[-] Geri Çekilebilen Dipçik Modu","([ffb400]包裹[ffffff]) [DECEA3]模组[-] 收缩枪托模组","([ffb400]包裹[ffffff]) [DECEA3]模組[-] 伸縮式槍託模組"
modGunScopeLargeBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod[-] Scope 8x",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod[-] Sichtbereich-8x-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones[-] Modificación mira x8","([ffb400]Paquet[ffffff]) [DECEA3]Modification[-] Modification de lunette x8","([ffb400]impacchettare[ffffff]) [DECEA3]Mod[-] Modifica del mirino 8x","([ffb400]包み[ffffff]) [DECEA3]MOD[-] 8xスコープ改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드[-] 8배 스코프 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja[-] Luneta 8x — modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação[-] Modificação de Mira 8x","([ffb400]пакет[ffffff]) [DECEA3]Модификация[-] Модификация «8-кратный оптический прицел»","([ffb400]bohça[ffffff]) [DECEA3]Mod[-] Dürbün 8x Modu","([ffb400]包裹[ffffff]) [DECEA3]模组[-] 8倍镜模组","([ffb400]包裹[ffffff]) [DECEA3]模組[-] 瞄準 8x 模組"
modGunScopeMediumBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod[-] Scope 4x",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod[-] Sichtbereich-4x-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones[-] Modificación mira x4","([ffb400]Paquet[ffffff]) [DECEA3]Modification[-] Modification de lunette x4","([ffb400]impacchettare[ffffff]) [DECEA3]Mod[-] Modifica del mirino 4x","([ffb400]包み[ffffff]) [DECEA3]MOD[-] 4xスコープ改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드[-] 4배 스코프 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja[-] Luneta 4x — modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação[-] Modificação de Mira 4x","([ffb400]пакет[ffffff]) [DECEA3]Модификация[-] Модификация «4-кратный оптический прицел»","([ffb400]bohça[ffffff]) [DECEA3]Mod[-] Dürbün 4x Modu","([ffb400]包裹[ffffff]) [DECEA3]模组[-] 4倍镜模组","([ffb400]包裹[ffffff]) [DECEA3]模組[-] 瞄準 4x 模組"
modGunScopeSmallBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod[-] Scope 2x",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod[-] Sichtbereich-2x-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones[-] Modificación mira x2","([ffb400]Paquet[ffffff]) [DECEA3]Modification[-] Modification de lunette x2","([ffb400]impacchettare[ffffff]) [DECEA3]Mod[-] Modifica del mirino 2x","([ffb400]包み[ffffff]) [DECEA3]MOD[-] 2xスコープ改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드[-] 2배 스코프 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja[-] Luneta 2x — modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação[-] Modificação de Mira 2x","([ffb400]пакет[ffffff]) [DECEA3]Модификация[-] Модификация «2-кратный оптический прицел»","([ffb400]bohça[ffffff]) [DECEA3]Mod[-] Dürbün 2x Modu","([ffb400]包裹[ffffff]) [DECEA3]模组[-] 2倍镜模组","([ffb400]包裹[ffffff]) [DECEA3]模組[-] 瞄準 2x 模組"
modGunShotgunTubeExtenderMagazineBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod[-] Shotgun Magazine, Tube Extender",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod[-] Schrotflintenmagazinvergrößerungs-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones[-] Modificación ampliación del tubo de escopeta","([ffb400]Paquet[ffffff]) [DECEA3]Modification[-] Modification de culasse de fusil à pompe XXL","([ffb400]impacchettare[ffffff]) [DECEA3]Mod[-] Modifica dell'estensione tubolare dei fucili","([ffb400]包み[ffffff]) [DECEA3]MOD[-] チューブ拡張ショットガン改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드[-] 샷건 튜브 확장 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja[-] Przedłużenie magazynka strzelby — modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação[-] Modificação de Extensor de Tubo de Espingarda","([ffb400]пакет[ffffff]) [DECEA3]Модификация[-] Модификация ствола «Увеличенный магазин»","([ffb400]bohça[ffffff]) [DECEA3]Mod[-] Pompalı Tüfek Tüpü Uzatıcı Mod","([ffb400]包裹[ffffff]) [DECEA3]模组[-] 霰弹枪管扩充模组","([ffb400]包裹[ffffff]) [DECEA3]模組[-] 散彈獵槍身管擴展模組"
modGunSoundSuppressorSilencerBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod[-] Barrel, Silencer",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod[-] Schalldämpfer-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones[-] Modificación silenciador","([ffb400]Paquet[ffffff]) [DECEA3]Modification[-] Modification de silencieux","([ffb400]impacchettare[ffffff]) [DECEA3]Mod[-] Modifica del silenziatore","([ffb400]包み[ffffff]) [DECEA3]MOD[-] サイレンサー改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드[-] 소음기 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja[-] Tłumik — modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação[-] Modificação de Silenciador","([ffb400]пакет[ffffff]) [DECEA3]Модификация[-] Модификация «Глушитель»","([ffb400]bohça[ffffff]) [DECEA3]Mod[-] Susturucu Modu","([ffb400]包裹[ffffff]) [DECEA3]模组[-] 消声器模组","([ffb400]包裹[ffffff]) [DECEA3]模組[-] 消音器模組"
modGunTriggerGroupAutomaticBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod[-] Trigger Group: Full Auto",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod[-] Auslösergruppe: Vollautomatik-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones[-] Conjunto del gatillo: Modificación todo automático","([ffb400]Paquet[ffffff]) [DECEA3]Modification[-] Corps de la gâchette : modification automatique","([ffb400]impacchettare[ffffff]) [DECEA3]Mod[-] Gruppo scatto: Modifica delle armi automatiche","([ffb400]包み[ffffff]) [DECEA3]MOD[-] 引き金式武器グループ:フルオート改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드[-] 방아쇠 그룹: 완전 자동 모드","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja[-] Mechanizm spustowy: W pełni automatyczny — modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação[-] Classe de Gatilho: Modificação de Modo Automático Total","([ffb400]пакет[ffffff]) [DECEA3]Модификация[-] Спусковой механизм: Модификация «Автоматический»","([ffb400]bohça[ffffff]) [DECEA3]Mod[-] Tetik Grubu: Tam Otomatik Mod","([ffb400]包裹[ffffff]) [DECEA3]模组[-] 触发器组：全自动模组","([ffb400]包裹[ffffff]) [DECEA3]模組[-] 扳機集合：全自動模組"
modGunTriggerGroupBurst3Bundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod[-] Trigger Group: Burst",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod[-] Auslösergruppe: Feuerstoß-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones[-] Conjunto del gatillo: Modificación ráfagas","([ffb400]Paquet[ffffff]) [DECEA3]Modification[-] Corps de la gâchette : modification rafale","([ffb400]impacchettare[ffffff]) [DECEA3]Mod[-] Gruppo scatto: Modifica della raffica","([ffb400]包み[ffffff]) [DECEA3]MOD[-] 引き金式武器グループ:バースト改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드[-] 방아쇠 그룹: 파열 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja[-] Mechanizm spustowy: Seryjny — modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação[-] Classe de Gatilho: Modificação de Explosão","([ffb400]пакет[ffffff]) [DECEA3]Модификация[-] Спусковой механизм: Модификация «Очередь с отсечкой»","([ffb400]bohça[ffffff]) [DECEA3]Mod[-] Tetik Grubu: Seri Atış Modu","([ffb400]包裹[ffffff]) [DECEA3]模组[-] 触发器组：三发点放模组","([ffb400]包裹[ffffff]) [DECEA3]模組[-] 扳機集合：點射模組"
modGunTriggerGroupSemiBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod[-] Trigger Group: Semi",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod[-] Auslösergruppe: Halbautomatik-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones[-] Conjunto del gatillo: Modificación semi","([ffb400]Paquet[ffffff]) [DECEA3]Modification[-] Corps de la gâchette : modification semi-automatique","([ffb400]impacchettare[ffffff]) [DECEA3]Mod[-] Gruppo scatto: Modifica delle armi semiautomatiche","([ffb400]包み[ffffff]) [DECEA3]MOD[-] 引き金式武器グループ:セミ改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드[-] 방아쇠 그룹: 반자동 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja[-] Mechanizm spustowy: Półautomatyczny — modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação[-] Classe de Gatilho: Modificação de Modo Semiautomático","([ffb400]пакет[ffffff]) [DECEA3]Модификация[-] Спусковой механизм: Модификация «Полуавтоматический»","([ffb400]bohça[ffffff]) [DECEA3]Mod[-] Tetik Grubu: Yarı Otomatik Modu","([ffb400]包裹[ffffff]) [DECEA3]模组[-] 触发器组：半自动模组","([ffb400]包裹[ffffff]) [DECEA3]模組[-] 扳機集合：半自動模組"
modMeleeBunkerBusterBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod[-] BlockDmg, Bunker Buster",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod[-] Bunkerknacker-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones[-] Modificación destrucción de búnkeres","([ffb400]Paquet[ffffff]) [DECEA3]Modification[-] Modification de concasseur","([ffb400]impacchettare[ffffff]) [DECEA3]Mod[-] Modifica della punta dorata","([ffb400]包み[ffffff]) [DECEA3]MOD[-] バンカーバスター改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드[-] 벙커 버스터 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja[-] Niszczyciel bunkrów — modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação[-] Modificação de Antibunker","([ffb400]пакет[ffffff]) [DECEA3]Модификация[-] Модификация «Подрывник»","([ffb400]bohça[ffffff]) [DECEA3]Mod[-] Sığınak Patlatıcı Mod","([ffb400]包裹[ffffff]) [DECEA3]模组[-] 掩体炸弹模组","([ffb400]包裹[ffffff]) [DECEA3]模組[-] 掩體炸彈模組"
modMeleeClubBarbedWireBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod[-] Club, Barbed Wire",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod[-] Stacheldraht-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones[-] Modificación cable con pinchos","([ffb400]Paquet[ffffff]) [DECEA3]Modification[-] Modification de barbelé","([ffb400]impacchettare[ffffff]) [DECEA3]Mod[-] Modifica del filo spinato","([ffb400]包み[ffffff]) [DECEA3]MOD[-] 有刺鉄線改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드[-] 가시철사 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja[-] Drut kolczasty — modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação[-] Modificação de Arame Farpado","([ffb400]пакет[ffffff]) [DECEA3]Модификация[-] Модификация «Колючая проволока»","([ffb400]bohça[ffffff]) [DECEA3]Mod[-] Dikenli Tel Modu","([ffb400]包裹[ffffff]) [DECEA3]模组[-] 铁丝网模组","([ffb400]包裹[ffffff]) [DECEA3]模組[-] 帶刺鐵絲網模組"
