Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
vehicleLMTVchassisSchematic,,,,,"LMTV Chassis Schematic",LMTV Chassis Schematic,"LMTV Fahrgestell-Schema","Esquema de chasis de LMTV","Schéma de châssis de LMTV","Schema di telaio di LMTV","LMTVのシャーシ設計図","LMTV 섀시 설계도","Schemat Podwozia LMTV","Esquema de chassi do LMTV","Схема шасси LMTV","LMTV Şasi Şeması","LMTV底盘原理图","LMTV底盤原理圖"
vehicleLMTVplaceable,,,,,"LMTV",LMTV,"LMTV","LMTV","LMTV","LMTV","LMTV","LMTV","LMTV","LMTV","LMTV","LMTV","LMTV","LMTV"
vehicleLMTVplaceableDesc,,,,,"Military transport vehicle. Holds 6 people.",Military transport vehicle. Holds 6 people.,"Militärtransportfahrzeug. Bietet Platz für 6 Personen.","Vehículo de transporte militar. Capacidad para 6 personas.","Véhicule de transport militaire. Peut contenir 6 personnes.","Veicolo da trasporto militare. Può ospitare 6 persone.","軍用輸送車両。6人乗り。","군용 수송 차량. 6인승.","Wojskowy pojazd transportowy. Mieści 6 osób.","Veículo de transporte militar. Comporta 6 pessoas.","Военный транспортный автомобиль. Вмещает 6 человек.","Askeri nakliye aracı. 6 kişi alır.","军用运输车辆。可容纳6人。","軍用運輸車輛。可容納6人。"
vehicleMarauder,,,,,"Marauder",Marauder,"Marauder","Merodeador","Maraudeur","Predone","マローダー","마라우더","Maruder","Pillhador","Мародер","Yağmacı","掠夺者","掠奪者"
vehicleMarauderaccessories,,,,,"Marauder Accessories",Marauder Accessories,"Marauder Zubehör","Accesorios para Marauder","Accessoires Maraudeur","Accessori per Marauder","マローダーアクセサリー","마라우더 액세서리","Akcesoria do Marudera","Acessórios para Marauder","Аксессуары для мародера","Marauder Aksesuarları","掠夺者配件","掠奪者配件"
vehicleMarauderaccessoriesDesc,,,,,"Parts needed to craft the Marauder.",Parts needed to craft the Marauder.,"Teile, die benötigt werden, um den Marauder herzustellen.","Partes necesarias para fabricar el Marauder.","Pièces nécessaires pour fabriquer le Maraudeur.","Parti necessarie per creare il Marauder.","マローダーの作成に必要なパーツ。","마라우더 제작에 필요한 부품.","Części potrzebne do wytworzenia Marudera.","Peças necessárias para fabricar o Marauder.","Детали, необходимые для создания мародера.","Marauder yapmak için gerekli parçalar.","制造掠夺者所需的零件。","製造掠奪者所需的零件。"
vehicleMarauderaccessoriesSchematic,,,,,"Marauder Accessories Schematic",Marauder Accessories Schematic,"Marauder Zubehör-Schema","Esquema de accesorios para Marauder","Schéma d'accessoires Maraudeur","Schema di accessori per Marauder","マローダーアクセサリー設計図","마라우더 액세서리 설계도","Schemat Akcesoriów do Marudera","Esquema de acessórios para Marauder","Схема аксессуаров для мародера","Marauder Aksesuar Şeması","掠夺者配件原理图","掠奪者配件原理圖"
vehicleMarauderblack,,,,,"Marauder",Marauder,"Marauder","Merodeador","Maraudeur","Predone","マローダー","마라우더","Maruder","Pillhador","Мародер","Yağmacı","掠夺者","掠奪者"
vehicleMarauderblackplaceable,,,,,"Marauder",Marauder,"Marauder","Merodeador","Maraudeur","Predone","マローダー","마라우더","Maruder","Pillhador","Мародер","Yağmacı","掠夺者","掠奪者"
vehicleMarauderblackplaceableDesc,,,,,"Those zombies will be jealous of this ride!",Those zombies will be jealous of this ride!,"Diese Zombies werden neidisch auf dieses Gefährt sein!","¡Esos zombis tendrán envidia de este paseo!","Ces zombies seront jaloux de ce véhicule!","Quei zombi saranno gelosi di questo mezzo!","ゾンビも羨むこの乗り物！","좀비들이 이 차를 부러워할 겁니다!","Te zombie będą zazdrościć tej jazdy!","Esses zumbis terão inveja desta carona!","Эти зомби будут завидовать этому транспорту!","Bu araca o zombiler bile imrenecek!","这些僵尸会嫉妒这个座驾！","這些殭屍會嫉妒這個座駕！"
vehicleMarauderchassis,,,,,"Marauder Chassis",Marauder Chassis,"Marauder Fahrgestell","Chasis de Marauder","Châssis de Maraudeur","Telaio di Marauder","マローダーのシャーシ","마라우더 섀시","Podwozie Marudera","Chassi do Marauder","Шасси мародера","Marauder Şasisi","掠夺者底盘","掠奪者底盤"
vehicleMarauderchassisDesc,,,,,"Parts needed to craft the Marauder.",Parts needed to craft the Marauder.,"Teile, die benötigt werden, um den Marauder herzustellen.","Partes necesarias para fabricar el Marauder.","Pièces nécessaires pour fabriquer le Maraudeur.","Parti necessarie per creare il Marauder.","マローダーの作成に必要なパーツ。","마라우더 제작에 필요한 부품.","Części potrzebne do wytworzenia Marudera.","Peças necessárias para fabricar o Marauder.","Детали, необходимые для создания мародера.","Marauder yapmak için gerekli parçalar.","制造掠夺者所需的零件。","製造掠奪者所需的零件。"
vehicleMarauderchassisSchematic,,,,,"Marauder Chassis Schematic",Marauder Chassis Schematic,"Marauder Fahrgestell-Schema","Esquema de chasis de Marauder","Schéma de châssis de Maraudeur","Schema di telaio di Marauder","マローダーのシャーシ設計図","마라우더 섀시 설계도","Schemat Podwozia Marudera","Esquema de chassi do Marauder","Схема шасси мародера","Marauder Şasi Şeması","掠夺者底盘原理图","掠奪者底盤原理圖"
vehicleMarauderplaceable,,,,,"Marauder",Marauder,"Marauder","Merodeador","Maraudeur","Predone","マローダー","마라우더","Maruder","Pillhador","Мародер","Yağmacı","掠夺者","掠奪者"
vehicleMarauderplaceableDesc,,,,,"Those zombies will be jealous of this ride!",Those zombies will be jealous of this ride!,"Diese Zombies werden neidisch auf dieses Gefährt sein!","¡Esos zombis tendrán envidia de este paseo!","Ces zombies seront jaloux de ce véhicule!","Quei zombi saranno gelosi di questo mezzo!","ゾンビも羨むこの乗り物！","좀비들이 이 차를 부러워할 겁니다!","Te zombie będą zazdrościć tej jazdy!","Esses zumbis terão inveja desta carona!","Эти зомби будут завидовать этому транспорту!","Bu araca o zombiler bile imrenecek!","这些僵尸会嫉妒这个座驾！","這些殭屍會嫉妒這個座駕！"
vehicleMD500,,,,,"MD-500",MD-500,"MD-500","MD-500","MD-500","MD-500","MD-500","MD-500","MD-500","MD-500","МД-500","MD-500","MD-500","MD-500"
vehicleMD500accessories,,,,,"MD-500 Accessories",MD-500 Accessories,"MD-500 Zubehör","Accesorios para MD-500","Accessoires MD-500","Accessori per MD-500","MD-500アクセサリー","MD-500 액세서리","Akcesoria do MD-500","Acessórios para MD-500","Аксессуары для МД-500","MD-500 Aksesuarları","MD-500 配件","MD-500 配件"
vehicleMD500accessoriesDesc,,,,,"Parts needed to craft the MD-500.",Parts needed to craft the MD-500.,"Teile, die benötigt werden, um den MD-500 herzustellen.","Partes necesarias para fabricar el MD-500.","Pièces nécessaires pour fabriquer le MD-500.","Parti necessarie per creare l'MD-500.","MD-500の作成に必要なパーツ。","MD-500 제작에 필요한 부품.","Części potrzebne do wytworzenia MD-500.","Peças necessárias para fabricar o MD-500.","Детали, необходимые для создания МД-500.","MD-500 yapmak için gerekli parçalar.","制造MD-500所需的零件。","製造MD-500所需的零件。"
vehicleMD500accessoriesSchematic,,,,,"MD-500 Accessories Schematic",MD-500 Accessories Schematic,"MD-500 Zubehör-Schema","Esquema de accesorios para MD-500","Schéma d'accessoires MD-500","Schema di accessori per MD-500","MD-500アクセサリー設計図","MD-500 액세서리 설계도","Schemat Akcesoriów do MD-500","Esquema de acessórios para MD-500","Схема аксессуаров для МД-500","MD-500 Aksesuar Şeması","MD-500 配件原理图","MD-500 配件原理圖"
vehicleMD500chassis,,,,,"MD-500 Chassis",MD-500 Chassis,"MD-500 Fahrgestell","Chasis de MD-500","Châssis de MD-500","Telaio di MD-500","MD-500のシャーシ","MD-500 섀시","Podwozie MD-500","Chassi do MD-500","Шасси МД-500","MD-500 Şasisi","MD-500 底盘","MD-500 底盤"
vehicleMD500chassisDesc,,,,,"Parts needed to craft the MD-500.",Parts needed to craft the MD-500.,"Teile, die benötigt werden, um den MD-500 herzustellen.","Partes necesarias para fabricar el MD-500.","Pièces nécessaires pour fabriquer le MD-500.","Parti necessarie per creare l'MD-500.","MD-500の作成に必要なパーツ。","MD-500 제작에 필요한 부품.","Części potrzebne do wytworzenia MD-500.","Peças necessárias para fabricar o MD-500.","Детали, необходимые для создания МД-500.","MD-500 yapmak için gerekli parçalar.","制造MD-500所需的零件。","製造MD-500所需的零件。"
vehicleMD500chassisSchematic,,,,,"MD-500 Chassis Schematic",MD-500 Chassis Schematic,"MD-500 Fahrgestell-Schema","Esquema de chasis de MD-500","Schéma de châssis de MD-500","Schema di telaio di MD-500","MD-500のシャーシ設計図","MD-500 섀시 설계도","Schemat Podwozia MD-500","Esquema de chassi do MD-500","Схема шасси МД-500","MD-500 Şasi Şeması","MD-500 底盘原理图","MD-500 底盤原理圖"
vehicleMD500placeable,,,,,"MD-500",MD-500,"MD-500","MD-500","MD-500","MD-500","MD-500","MD-500","MD-500","MD-500","МД-500","MD-500","MD-500","MD-500"
vehicleMD500placeableDesc,,,,,"They can't kill you if they can't hit you!",They can't kill you if they can't hit you!,"Sie können dich nicht töten, wenn sie dich nicht treffen können!","¡No pueden matarte si no pueden golpearte!","Ils ne peuvent pas vous tuer s'ils ne peuvent pas vous toucher!","Non possono ucciderti se non possono colpirti!","当たらないなら殺せない！","맞힐 수 없다면 죽일 수 없습니다!","Nie mogą cię zabić, jeśli nie mogą cię trafić!","Eles não podem te matar se não puderem te acertar!","Они не смогут убить тебя, если не смогут попасть в тебя!","Seni vuramıyorlarsa öldüremezler!","如果打不中你，他们就杀不了你！","如果打不中你，他們就殺不了你！"
vehicleMinibikeOldBV,,,,,"Old Minibike",Old Minibike,"Altes Minibike","Minibike vieja","Vieux minivélo","Vecchia minimoto","古いミニバイク","오래된 미니 바이크","Stary Minibike","Minimoto antiga","Старый мини-байк","Eski Minibike","旧迷你自行车","舊迷你自行車"
vehicleMinibikeOldBVChassis,,,,,"Old Minibike Chassis",Old Minibike Chassis,"Altes Minibike Fahrgestell","Chasis de minibike vieja","Châssis de vieux minivélo","Telaio di vecchia minimoto","古いミニバイクのシャーシ","오래된 미니 바이크 섀시","Stare Podwozie Minibike'a","Chassi de minimoto antiga","Старое шасси мини-байка","Eski Minibike Şasisi","旧迷你自行车底盘","舊迷你自行車底盤"
vehicleMinibikeOldBVHandlebars,,,,,"Old Minibike Handlebars",Old Minibike Handlebars,"Alte Minibike Lenker","Manillar de minibike vieja","Guidon de vieux minivélo","Manubrio di vecchia minimoto","古いミニバイクのハンドルバー","오래된 미니 바이크 핸들바","Stara Kierownica Minibike'a","Guidão de minimoto antiga","Старый руль мини-байка","Eski Minibike Gidonu","旧迷你自行车把手","舊迷你自行車把手"
vehicleMinibikeOldBVPlaceable,,,,,"Old Minibike",Old Minibike,"Altes Minibike","Minibike vieja","Vieux minivélo","Vecchia minimoto","古いミニバイク","오래된 미니 바이크","Stary Minibike","Minimoto antiga","Старый мини-байк","Eski Minibike","旧迷你自行车","舊迷你自行車"
vehicleMinibikeOldBVPlaceableDesc,,,,,"Old Minibike.",Old Minibike.,"Altes Minibike.","Minibike vieja.","Vieux minivélo.","Vecchia minimoto.","古いミニバイク。","오래된 미니 바이크.","Stary Minibike.","Minimoto antiga.","Старый мини-байк.","Eski Minibike.","旧迷你自行车.","舊迷你自行車."
vehicleMotorcycleOldBV,,,,,"Old Motorcycle",Old Motorcycle,"Altes Motorrad","Motocicleta vieja","Vieille moto","Vecchia moto","古いバイク","오래된 오토바이","Stary Motocykl","Motocicleta antiga","Старый мотоцикл","Eski Motosiklet","旧摩托车","舊摩托車"
vehicleMotorcycleOldBVChassis,,,,,"Old Motorcycle Chassis",Old Motorcycle Chassis,"Altes Motorradfahrgestell","Chasis de motocicleta vieja","Châssis de vieille moto","Telaio di vecchia moto","古いバイクのシャーシ","오래된 오토바이 섀시","Stare Podwozie Motocykla","Chassi de motocicleta antiga","Старое шасси мотоцикла","Eski Motosiklet Şasisi","旧摩托车底盘","舊摩托車底盤"
vehicleMotorcycleOldBVHandlebars,,,,,"Old Motorcycle Handlebars",Old Motorcycle Handlebars,"Alte Motorradlenker","Manillar de motocicleta vieja","Guidon de vieille moto","Manubrio di vecchia moto","古いバイクのハンドルバー","오래된 오토바이 핸들바","Stara Kierownica Motocykla","Guidão de motocicleta antiga","Старый руль мотоцикла","Eski Motosiklet Gidonu","旧摩托车把手","舊摩托車把手"
vehicleMotorcycleOldBVPlaceable,,,,,"Old Motorcycle",Old Motorcycle,"Altes Motorrad","Motocicleta vieja","Vieille moto","Vecchia moto","古いバイク","오래된 오토바이","Stary Motocykl","Motocicleta antiga","Старый мотоцикл","Eski Motosiklet","旧摩托车","舊摩托車"
vehicleMotorcycleOldBVPlaceableDesc,,,,,"Old Motorcycle.",Old Motorcycle.,"Altes Motorrad.","Motocicleta vieja.","Vieille moto.","Vecchia moto.","古いバイク。","오래된 오토바이.","Stary Motocykl.","Motocicleta antiga.","Старый мотоцикл.","Eski Motosiklet.","旧摩托车.","舊摩托車."
vehicleMRAP,,,,,"MRAP",MRAP,"MRAP","MRAP","MRAP","MRAP","MRAP","MRAP","MRAP","MRAP","МРАП","MRAP","MRAP","MRAP"
vehicleMRAP2,,,,,"MRAP",MRAP,"MRAP","MRAP","MRAP","MRAP","MRAP","MRAP","MRAP","MRAP","МРАП","MRAP","MRAP","MRAP"
vehicleMRAP2placeable,,,,,"MRAP",MRAP,"MRAP","MRAP","MRAP","MRAP","MRAP","MRAP","MRAP","MRAP","МРАП","MRAP","MRAP","MRAP"
vehicleMRAP2placeableDesc,,,,,"A MRAP military vehicle. What else could you want?",A MRAP military vehicle. What else could you want?,"Ein MRAP Militärfahrzeug. Was will man mehr?","Un vehículo militar MRAP. ¿Qué más podrías querer?","Un véhicule militaire MRAP. Que demander de plus?","Un veicolo militare MRAP. Cos'altro potresti volere?","MRAP軍用車両。他に何が必要？","MRAP 군용 차량. 또 뭐가 필요해?","Pojazd wojskowy MRAP. Czego chcieć więcej?","Um veículo militar MRAP. O que mais você poderia querer?","Военный автомобиль МРАП. Что еще можно желать?","Bir MRAP askeri aracı. Başka ne isteyebilirsin?","一辆MRAP军用车辆。你还能想要什么？","一輛MRAP軍用車輛。你還能想要什麼？"
vehicleMRAPaccessories,,,,,"MRAP Accessories",MRAP Accessories,"MRAP Zubehör","Accesorios para MRAP","Accessoires MRAP","Accessori per MRAP","MRAPアクセサリー","MRAP 액세서리","Akcesoria do MRAP","Acessórios para MRAP","Аксессуары для МРАП","MRAP Aksesuarları","MRAP 配件","MRAP 配件"
vehicleMRAPaccessoriesDesc,,,,,"Accessories needed to craft the MRAP.",Accessories needed to craft the MRAP.,"Zubehör, das benötigt wird, um den MRAP herzustellen.","Accesorios necesarios para fabricar el MRAP.","Accessoires nécessaires pour fabriquer le MRAP.","Accessori necessari per creare l'MRAP.","MRAPの作成に必要なアクセサリー。","MRAP 제작에 필요한 액세서리.","Akcesoria potrzebne do wytworzenia MRAP.","Acessórios necessários para fabricar o MRAP.","Аксессуары, необходимые для создания МРАП.","MRAP yapmak için gerekli aksesuarlar.","制造MRAP所需的配件。","製造MRAP所需的配件。"
vehicleMRAPaccessoriesSchematic,,,,,"MRAP Accessories Schematic",MRAP Accessories Schematic,"MRAP Zubehör-Schema","Esquema de accesorios para MRAP","Schéma d'accessoires MRAP","Schema di accessori per MRAP","MRAPアクセサリー設計図","MRAP 액세서리 설계도","Schemat Akcesoriów do MRAP","Esquema de acessórios para MRAP","Схема аксессуаров для МРАП","MRAP Aksesuar Şeması","MRAP 配件原理图","MRAP 配件原理圖"
vehicleMRAPparts,,,,,"MRAP Parts",MRAP Parts,"MRAP Teile","Piezas de MRAP","Pièces de MRAP","Parti di MRAP","MRAPパーツ","MRAP 부품","Części do MRAP","Peças para MRAP","Детали МРАП","MRAP Parçaları","MRAP 零件","MRAP 零件"
vehicleMRAPpartsDesc,,,,,"Parts needed to craft the MRAP.",Parts needed to craft the MRAP.,"Teile, die benötigt werden, um den MRAP herzustellen.","Partes necesarias para fabricar el MRAP.","Pièces nécessaires pour fabriquer le MRAP.","Parti necessarie per creare l'MRAP.","MRAPの作成に必要なパーツ。","MRAP 제작에 필요한 부품.","Części potrzebne do wytworzenia MRAP.","Peças necessárias para fabricar o MRAP.","Детали, необходимые для создания МРАП.","MRAP yapmak için gerekli parçalar.","制造MRAP所需的零件。","製造MRAP所需的零件。"
vehicleMRAPpartsSchematic,,,,,"MRAP Parts Schematic",MRAP Parts Schematic,"MRAP Teile Schema","Esquema de piezas de MRAP","Schéma de pièces de MRAP","Schema di parti per MRAP","MRAPパーツ設計図","MRAP 부품 설계도","Schemat Części do MRAP","Esquema de peças para MRAP","Схема деталей МРАП","MRAP Parçaları Şeması","MRAP 零件原理图","MRAP 零件原理圖"
vehicleMRAPplaceable,,,,,"MRAP",MRAP,"MRAP","MRAP","MRAP","MRAP","MRAP","MRAP","MRAP","MRAP","МРАП","MRAP","MRAP","MRAP"
vehicleMRAPplaceableDesc,,,,,"A MRAP military vehicle. What else could you want?",A MRAP military vehicle. What else could you want?,"Ein MRAP Militärfahrzeug. Was will man mehr?","Un vehículo militar MRAP. ¿Qué más podrías querer?","Un véhicule militaire MRAP. Que demander de plus?","Un veicolo militare MRAP. Cos'altro potresti volere?","MRAP軍用車両。他に何が必要？","MRAP 군용 차량. 또 뭐가 필요해?","Pojazd wojskowy MRAP. Czego chcieć więcej?","Um veículo militar MRAP. O que mais você poderia querer?","Военный автомобиль МРАП. Что еще можно желать?","Bir MRAP askeri aracı. Başka ne isteyebilirsin?","一辆MRAP军用车辆。你还能想要什么？","一輛MRAP軍用車輛。你還能想要什麼？"
vehicleNova,,,,,"Nova",Nova,"Nova","Nova","Nova","Nova","ノヴァ","노바","Nova","Nova","Нова","Nova","新星","新星"
vehicleNovaaccessories,,,,,"Nova Accessories",Nova Accessories,"Nova Zubehör","Accesorios para Nova","Accessoires Nova","Accessori per Nova","ノヴァアクセサリー","노바 액세서리","Akcesoria do Novy","Acessórios para Nova","Аксессуары для Нова","Nova Aksesuarları","新星配件","新星配件"
vehicleNovaaccessoriesDesc,,,,,"Parts needed to craft the Nova.",Parts needed to craft the Nova.,"Teile, die benötigt werden, um die Nova herzustellen.","Partes necesarias para fabricar la Nova.","Pièces nécessaires pour fabriquer la Nova.","Parti necessarie per creare la Nova.","ノヴァの作成に必要なパーツ。","노바 제작에 필요한 부품.","Części potrzebne do wytworzenia Novy.","Peças necessárias para fabricar a Nova.","Детали, необходимые для создания Нова.","Nova yapmak için gerekli parçalar.","制造新星所需的零件。","製造新星所需的零件。"
vehicleNovaaccessoriesSchematic,,,,,"Nova Accessories Schematic",Nova Accessories Schematic,"Nova Zubehör-Schema","Esquema de accesorios para Nova","Schéma d'accessoires Nova","Schema di accessori per Nova","ノヴァアクセサリー設計図","노바 액세서리 설계도","Schemat Akcesoriów do Novy","Esquema de acessórios para Nova","Схема аксессуаров для Нова","Nova Aksesuar Şeması","新星配件原理图","新星配件原理圖"
vehicleNovablack,,,,,"Nova Black",Nova Black,"Nova Schwarz","Nova Negro","Nova Noir","Nova Nero","ノヴァブラック","노바 블랙","Nova Czarny","Nova Preto","Нова Черный","Nova Siyah","新星黑","新星黑"
vehicleNovablackplaceable,,,,,"Nova Black",Nova Black,"Nova Schwarz","Nova Negro","Nova Noir","Nova Nero","ノヴァブラック","노바 블랙","Nova Czarny","Nova Preto","Нова Черный","Nova Siyah","新星黑","新星黑"
vehicleNovablackplaceableDesc,,,,,"Classic...",Classic...,"Klassisch...","Clásico...","Classique...","Classico...","クラシック...","클래식...","Klasyczny...","Clássico...","Классический...","Klasik...","经典...","經典..."
vehicleNovachassis,,,,,"Nova Chassis",Nova Chassis,"Nova Fahrgestell","Chasis de Nova","Châssis de Nova","Telaio di Nova","ノヴァのシャーシ","노바 섀시","Podwozie Novy","Chassi da Nova","Шасси Нова","Nova Şasisi","新星底盘","新星底盤"
vehicleNovachassisDesc,,,,,"Parts needed to craft the Nova.",Parts needed to craft the Nova.,"Teile, die benötigt werden, um die Nova herzustellen.","Partes necesarias para fabricar la Nova.","Pièces nécessaires pour fabriquer la Nova.","Parti necessarie per creare la Nova.","ノヴァの作成に必要なパーツ。","노바 제작에 필요한 부품.","Części potrzebne do wytworzenia Novy.","Peças necessárias para fabricar a Nova.","Детали, необходимые для создания Нова.","Nova yapmak için gerekli parçalar.","制造新星所需的零件。","製造新星所需的零件。"
vehicleNovachassisSchematic,,,,,"Nova Chassis Schematic",Nova Chassis Schematic,"Nova Fahrgestell-Schema","Esquema de chasis de Nova","Schéma de châssis de Nova","Schema di telaio di Nova","ノヴァのシャーシ設計図","노바 섀시 설계도","Schemat Podwozia Novy","Esquema de chassi da Nova","Схема шасси Нова","Nova Şasi Şeması","新星底盘原理图","新星底盤原理圖"
vehicleNovaplaceable,,,,,"Nova",Nova,"Nova","Nova","Nova","Nova","ノヴァ","노바","Nova","Nova","Нова","Nova","新星","新星"
vehicleNovaplaceableDesc,,,,,"Classic...",Classic...,"Klassisch...","Clásico...","Classique...","Classico...","クラシック...","클래식...","Klasyczny...","Clássico...","Классический...","Klasik...","经典...","經典..."
vehicleNovared,,,,,"Nova Red",Nova Red,"Nova Rot","Nova Rojo","Nova Rouge","Nova Rosso","ノヴァ・レッド","노바 레드","Nova Czerwony","Nova Vermelho","Нова Красный","Nova Kırmızı","新星红","新星紅"
vehicleNovaredplaceable,,,,,"Nova Red",Nova Red,"Nova Rot","Nova Rojo","Nova Rouge","Nova Rosso","ノヴァ・レッド","노바 레드","Nova Czerwony","Nova Vermelho","Нова Красный","Nova Kırmızı","新星红","新星紅"
vehicleNovaredplaceableDesc,,,,,"Classic...",Classic...,"Klassisch...","Clásico...","Classique...","Classico...","クラシック...","클래식...","Klasyczny...","Clássico...","Классический...","Klasik...","经典...","經典..."
vehicleOldSemi,,,,,"Old Semi",Old Semi,"Alter Sattelschlepper","Viejo Semirremolque","Vieux Semi-remorque","Vecchio Semirimorchio","古いセミ","오래된 세미트레일러","Stary ciągnik siodłowy","Velho Semirreboque","Старый полуприцеп","Eski Yarı Römork","旧半挂车","舊半挂車"
vehicleOldSemibody,,,,,"Old Semi Body",Old Semi Body,"Alter Aufbau","Viejo Cuerpo","Vieille Carrosserie","Vecchia Carrozzeria","古いセミのボディ","오래된 세미 보디","Stare nadwozie ciągnika siodłowego","Velha Carroçaria","Старый кузов полуприцепа","Eski Yarı Römork Gövdesi","旧半挂车身","舊半挂車身"
vehicleOldSemibodyDesc,,,,,"Parts needed to craft the Old Semi.",Parts needed to craft the Old Semi.,"Benötigte Teile, um den alten Sattelschlepper herzustellen.","Piezas necesarias para fabricar el viejo semirremolque.","Pièces nécessaires pour fabriquer le vieux semi-remorque.","Parti necessarie per fabbricare il vecchio semirimorchio.","古いセミを製作するために必要なパーツ。","오래된 세미를 제작하는 데 필요한 부품.","Części potrzebne do wykonania starego ciągnika siodłowego","Peças necessárias para fabricar o velho semirreboque.","Детали, необходимые для изготовления старого полуприцепа.","Eski Yarı Römorku üretmek için gerekli parçalar.","制作旧半挂车所需的零件。","製作舊半挂車所需的零件。"
vehicleOldSemibodySchematic,,,,,"Old Semi Body Schematic",Old Semi Body Schematic,"Alter Aufbauplan","Esquema de la Carrocería Vieja","Schéma de la Vieille Carrosserie","Schema della Carrozzeria Vecchia","古いセミのボディの設計図","오래된 세미 보디 설계도","Schemat starego nadwozia","Esquema da Carroçaria Velha","Схема старого кузова полуприцепа","Eski Yarı Römork Gövdesi Şeması","旧半挂车身示意图","舊半挂車身示意圖"
vehicleOldSemichassis,,,,,"Old Semi Chassis",Old Semi Chassis,"Altes Fahrgestell","Viejo Chasis","Vieux Châssis","Vecchio Telaio","古いセミのシャーシ","오래된 세미 섀시","Stara rama podwozia","Velho Chassi","Старое шасси полуприцепа","Eski Yarı Römork Şasisi","旧半挂车底盘","舊半挂車底盤"
vehicleOldSemichassisDesc,,,,,"Parts needed to craft the Old Semi.",Parts needed to craft the Old Semi.,"Benötigte Teile, um den alten Sattelschlepper herzustellen.","Piezas necesarias para fabricar el viejo semirremolque.","Pièces nécessaires pour fabriquer le vieux semi-remorque.","Parti necessarie per fabbricare il vecchio semirimorchio.","古いセミを製作するために必要なパーツ。","오래된 세미를 제작하는 데 필요한 부품.","Części potrzebne do wykonania starego ciągnika siodłowego","Peças necessárias para fabricar o velho semirreboque.","Детали, необходимые для изготовления старого полуприцепа.","Eski Yarı Römorku üretmek için gerekli parçalar.","制作旧半挂车所需的零件。","製作舊半挂車所需的零件。"
vehicleOldSemichassisSchematic,,,,,"Old Semi Chassis Schematic",Old Semi Chassis Schematic,"Altes Fahrgestellschema","Esquema del Chasis Viejo","Schéma du Vieux Châssis","Schema del Telaio Vecchio","古いセミのシャーシの設計図","오래된 세미 섀시 설계도","Schemat starej ramy podwozia","Esquema do Chassi Velho","Схема старого шасси полуприцепа","Eski Yarı Römork Şasisi Şeması","旧半挂车底盘示意图","舊半挂车底盤示意圖"
vehicleOldSemiplaceable,,,,,"Old Semi",Old Semi,"Alter Sattelschlepper","Viejo Semirremolque","Vieux Semi-remorque","Vecchio Semirimorchio","古いセミ","오래된 세미트레일러","Stary ciągnik siodłowy","Velho Semirreboque","Старый полуприцеп","Eski Yarı Römork","旧半挂车","舊半挂車"
vehicleOldSemiplaceableDesc,,,,,"You better watch your step, Arlene!",You better watch your step, Arlene!,"Du solltest besser aufpassen, Arlene!","¡Será mejor que tengas cuidado, Arlene!","Tu ferais mieux de faire attention, Arlene!","Faresti meglio a stare attenta, Arlene!","気をつけた方がいいよ、アルリーン！","조심하는 게 좋을 거야, 알린!","Lepiej uważaj, Arlene!","É melhor tomares cuidado, Arlene!","Тебе лучше остерегаться, Арлин!","Adımına dikkat etsen iyi olur, Arlene!","你最好小心点，阿琳！","你最好小心點，阿琳！"
vehiclePickup,,,,,"Pickup",Pickup,"Pickup","Camioneta","Camionnette","Pickup","ピックアップ","픽업트럭","Pickup","Pickup","Пикап","Kamyonet","皮卡","皮卡"
vehiclePickupaccessories,,,,,"Pickup Accessories",Pickup Accessories,"Pickup-Zubehör","Accesorios de Camioneta","Accessoires de Camionnette","Accessori Pickup","ピックアップアクセサリー","픽업트럭 액세서리","Akcesoria do pickupa","Acessórios para Pickup","Аксессуары для пикапа","Kamyonet Aksesuarları","皮卡配件","皮卡配件"
vehiclePickupaccessoriesDesc,,,,,"Parts needed to craft the Pickup.",Parts needed to craft the Pickup.,"Benötigte Teile, um den Pickup herzustellen.","Piezas necesarias para fabricar la camioneta.","Pièces nécessaires pour fabriquer la camionnette.","Parti necessarie per fabbricare il pickup.","ピックアップを製作するために必要なパーツ。","픽업트럭을 제작하는 데 필요한 부품.","Części potrzebne do wykonania pickupa.","Peças necessárias para fabricar a pickup.","Детали, необходимые для изготовления пикапа.","Kamyoneti üretmek için gerekli parçalar.","制作皮卡所需的零件。","制作皮卡所需的零件。"
vehiclePickupaccessoriesSchematic,,,,,"Pickup Accessories Schematic",Pickup Accessories Schematic,"Pickup-Zubehörplan","Esquema de Accesorios de Camioneta","Schéma d'Accessoires de Camionnette","Schema Accessori Pickup","ピックアップアクセサリーの設計図","픽업트럭 액세서리 설계도","Schemat akcesoriów do pickupa","Esquema de Acessórios para Pickup","Схема аксессуаров для пикапа","Kamyonet Aksesuarları Şeması","皮卡配件示意图","皮卡配件示意圖"
vehiclePickupchassis,,,,,"Pickup Chassis",Pickup Chassis,"Pickup-Fahrgestell","Chasis de Camioneta","Châssis de Camionnette","Telaio Pickup","ピックアップのシャーシ","픽업트럭 섀시","Rama podwozia pickupa","Chassi da Pickup","Шасси пикапа","Kamyonet Şasisi","皮卡底盘","皮卡底盤"
